,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,
Zip Code,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations
92504,12755108,7,12732115,7,16821143,9,15659316,9,11513016,7,14349733,8,14303928,8,15381116,9,15984471,9,15144933,9,12993087,8
92508,13543859,7,17253264,7,17004821,7,17510454,8,17394614,8,16634494,7,16925546,9,20953028,9,18168796,9,16491561,9,15603433,8
92571,17711772,7,18264891,7,18753529,7,18125761,7,19704554,7,16349235,6,16914068,6,23606023,9,25348663,9,25987254,9,25187752,8
92660,18086874,9,16370080,9,15777693,9,17759650,9,14639338,7,16425966,7,16292671,7,17761939,9,17450953,9,15430719,8,16063539,8
93221,3474815,5,3562687,7,5007157,9,4513747,8,3790664,8,,,3061861,7,3995646,8,4475157,8,4165047,9,5966343,8
93249,11795065,8,13849431,10,17894759,10,14039427,10,15309486,10,9699847,6,12913171,7,15281126,9,15813178,9,14461339,8,11645102,8
93263,2720761,5,3199698,4,3661711,4,3890372,5,4826712,6,5542113,6,6259791,7,6436215,8,6172874,8,6280336,10,5943228,8
93312,12517393,8,14190771,8,11927832,8,13243904,8,11762007,6,11787683,6,11184727,7,13352346,9,16835183,10,14541857,9,14269309,8
93405,20164684,7,19325852,7,20102963,7,19927411,7,17181178,5,15468045,4,18937370,6,21195455,8,19747010,8,20971690,8,21195075,8
93501,5880755,8,5072046,7,7386079,11,5734413,9,6900603,8,7222729,8,7471513,8,8825166,9,7484665,8,7614028,8,8185085,8
93514,10432735,10,9350197,9,9202056,9,8611020,7,8150507,7,7604178,7,8889540,8,10314198,9,10723394,9,9748023,8,9578855,8
93536,12088904,8,12346799,8,11277665,8,11950999,8,10725034,7,9704816,7,9201056,7,11277205,9,11603596,8,11227243,9,10710770,8
93631,5688481,5,6246497,8,6325491,7,3128994,5,4643141,5,2039810,4,3093838,5,8293837,8,8294217,8,5209353,8,7219557,8
93662,10032061,11,9091410,10,6955180,7,9621972,7,7140888,7,5078794,6,9309131,10,12039223,11,10799750,11,10049584,11,8503657,8
93725,6898414,7,7023086,7,7153937,8,5714102,7,4080055,7,2314399,5,2658889,6,4011354,7,6502433,8,6579785,8,6407975,8
94521,10511448,8,9543468,8,7653460,6,9010394,7,8506561,6,7020041,6,6602624,6,13614817,8,7465619,7,7033605,7,12401643,8
94534,18597194,9,9932992,9,14437209,9,14008269,9,10530794,8,7139594,5,12685762,8,23303137,10,22056454,9,13500642,7,13393836,8
94566,12615008,7,12220238,7,16370124,8,15973105,7,12356757,6,17443058,8,7369126,6,9427704,7,9596910,6,12577062,8,9453418,8
94621,11829742,7,10845579,7,10434180,7,10139543,7,8394828,5,7477077,5,9240119,5,14355526,8,16046469,9,13980813,7,15151569,8
94804,18529910,10,19178545,10,20373849,13,18130891,10,17285873,9,17052670,7,20338019,10,20576057,10,21989799,10,20798975,6,23276481,8
95118,17892209,8,16176376,8,16130385,7,18884783,9,18235301,7,13107856,7,17483762,7,22609235,9,16657191,7,12827232,6,15398300,8
95127,9813311,7,9618208,7,9770894,7,10298889,8,9271168,6,9414310,6,12297291,7,13940161,9,13731243,8,13553584,9,13314133,8
95205,10213117,9,14105149,9,9841553,9,5955583,8,10619954,7,7525675,7,7474132,9,8726885,8,8428684,7,10452901,9,10845620,8
95219,10040158,9,10514490,9,9314650,10,10125004,10,9534000,8,7919944,7,8504182,9,8973923,9,10214247,10,8248064,10,6007391,8
95330,9454529,7,7091986,6,7894559,6,10639160,8,5905796,4,5606654,5,11278041,7,12548626,7,14191179,9,16490591,8,14427395,8
95531,5140924,9,5505828,9,5266804,9,5196169,9,4032558,9,3990054,8,4010670,8,4910266,8,4944780,8,4501597,9,3148853,8
95610,9175695,9,10983312,10,9666497,10,8661483,9,6170350,7,3599544,4,5125181,5,15206450,10,14228137,9,13318252,8,11640570,8
95648,13044825,8,14702060,8,14632248,8,14442991,8,12814372,6,14016866,8,14082537,7,15499058,8,15270704,7,14649530,7,15138448,8
95660,12771657,10,13535883,11,11246242,9,8600311,9,9679302,8,8479581,7,10172217,8,9926302,9,7385829,9,11132832,10,6501156,8
95695,9554623,6,9859595,7,9464675,7,8997215,8,7713184,5,6419890,5,7972964,6,11725381,6,12720198,8,11286287,8,13552706,8
95762,11896268,7,12581909,6,13274378,7,17570796,7,13242562,7,8287411,5,13521605,7,13748858,7,14308662,7,14563782,8,15841430,8
95765,10093781,7,9569837,7,14181242,7,11430153,8,10559675,7,7449721,5,7254057,6,6711758,5,6867189,5,6795118,5,10635252,8
95815,13899878,8,12608107,7,15358547,8,19282026,9,16028953,6,17480678,5,20992174,8,20386000,7,21601212,9,22102400,9,21328983,8
95820,8065931,9,7831318,8,4819765,8,7278058,8,9488042,8,6519218,6,6741759,6,8207887,8,9656765,9,9037275,8,9248742,8
95822,7093272,9,7128857,8,7498864,8,8552718,8,6419184,8,2173001,5,5628501,7,9748809,9,8769250,8,7542342,9,9274729,8
95825,12367237,9,13057776,9,13790582,11,14529233,11,18815860,9,5850243,6,13841916,11,12572320,9,11401151,8,11234430,8,9257401,8
95826,10805495,10,8355866,10,12363476,12,10361033,10,10750814,10,8722091,7,9894811,9,11188133,11,9999937,10,10448268,11,7873777,8
95827,10381952,5,8410777,6,9338401,6,7088905,6,6391606,4,8062789,5,7034942,5,7642085,6,6807132,7,8335420,7,11454568,8
95945,13744424,12,15388706,12,13733578,11,13457872,11,10837012,9,4706035,5,13746988,11,15686889,12,14267039,11,13968970,10,10948426,8
95963,4072352,8,3423431,7,4637606,9,3853730,8,4531607,8,4665018,8,5666935,8,7560101,10,8694233,10,8045934,7,8006969,8
95993,14445287,8,14836635,8,12145053,8,15292833,9,15971773,9,1724209,5,13593196,7,13181086,8,13662218,8,15597026,9,13878160,8
90001,10401324,8,10240604,7,10679503,8,12100652,8,10411503,7,11927753,6,9619588,5,10324810,6,10068083,6,10088698,7,12471266,7
90019,20351892,7,15386855,6,22778577,7,20324437,7,18375941,5,14181299,5,14806507,5,15573622,6,24009108,6,16544267,7,21177617,7
90028,16223226,9,16984511,9,15964807,9,16157468,9,12905067,8,11035718,5,10287168,5,13689336,8,13457962,8,11367694,7,11181877,7
90037,13626094,7,13851241,7,13755122,8,11041782,6,9264422,6,11272304,6,9023301,5,12671707,7,12082178,7,11645082,6,10525884,7
90041,10888041,7,10666006,7,16258037,7,11191931,7,8658608,5,6704115,4,6924003,4,11955867,7,10984742,7,10506300,7,10409649,7
90049,13572475,7,10993490,6,12037944,7,11661137,7,9598865,6,9525907,6,9885943,6,11996048,7,11477499,7,11320392,7,10488133,7
90220,6869112,5,5056564,4,5776898,5,6443381,6,3893854,4,4743888,4,8301362,4,13654116,8,4927938,4,10139551,7,9910146,7
90265,7090861,5,4612582,4,5964240,5,7312292,6,6967030,5,7680740,6,8287094,6,7795419,7,9442967,7,8476306,7,8428090,7
90292,10011011,5,9778929,5,9249835,5,7010599,4,9886573,4,10311733,4,22192243,5,21343481,7,24170410,7,24219742,7,25507585,7
90604,5450904,4,5978834,4,9596612,5,9556603,5,9496218,5,9212712,5,8767546,5,10546385,6,11044631,6,11678542,7,11118366,7
90620,7825850,6,8072229,6,10314748,6,8639416,5,6823253,4,,,10928570,6,9949119,6,13347561,6,15670578,8,14235076,7
90680,10971418,7,10414528,6,11494219,7,9008806,6,9195607,6,11893304,7,12544371,7,11600806,7,11483307,8,12168979,8,10791482,7
90710,16608549,6,20346631,7,18241538,6,11264134,5,13183063,6,16362164,5,13172051,4,17356369,7,17861343,7,17251655,7,15553837,7
90712,14786363,6,16049130,6,17537207,6,22041809,7,18868152,5,20236880,5,18799593,5,22430310,7,22268553,7,22818932,7,22701127,7
90813,11686454,7,10462500,7,14019049,8,14879264,9,10815805,7,12979738,8,9914792,6,12026274,8,12938413,8,11098597,8,10572508,7
91016,13454448,7,13066785,7,11879595,7,11437511,7,11675884,7,11445027,7,11038683,7,10753238,7,12760346,7,11237852,7,9962344,7
91362,8943456,7,9183322,7,9167221,6,6705034,6,6698918,5,,,6346718,5,10536026,8,10301042,7,7376894,6,10154229,7
91384,9613463,4,9875613,4,12566692,4,9100636,4,8187917,5,8464504,4,11491033,4,11893537,6,11587169,6,10774318,5,11285164,7
91401,8369221,7,4423097,5,5427713,5,5383216,6,,,3232033,4,,,4929984,8,6615747,7,5866205,7,5688981,7
91405,16169821,6,17744373,8,18343055,8,16027004,6,14150197,7,12744055,5,12943909,5,12743114,8,16568154,8,15835771,7,15857734,7
91711,15193922,7,12884443,7,13222148,7,11533884,7,,,7858170,5,11149580,6,12539790,7,11392332,7,12046329,7,11412724,7
91722,9141881,7,6619134,6,6750549,4,8308302,7,7404002,7,9367315,7,11226618,8,8683686,6,9174389,8,8491751,7,8376149,7
91752,7738950,4,,,11042873,4,12430801,5,12729245,5,11764924,4,12262657,5,6747451,5,7164275,5,13971052,7,27276053,7
91763,19911166,7,19975333,7,22700803,7,22722567,7,23267869,6,18880781,4,22322792,6,22184045,6,22434994,7,20876038,7,20908043,7
91776,14325784,7,13198273,6,16326373,8,13410710,7,9190570,5,13101526,7,11296340,6,13135581,7,12341229,7,11612377,6,12658496,7
92028,11295077,7,10784727,7,10548016,8,10128013,7,11973085,9,11273112,8,9821397,6,10718554,8,11075226,7,11173801,7,9728251,7
92105,12614513,9,12447620,8,13891279,8,14586497,9,16370657,8,10278780,7,12719441,8,11977314,9,11079682,8,11285671,8,13273555,7
92113,11744674,7,12675259,7,13121529,7,11619936,6,11643168,6,14173156,7,14078639,6,13971712,7,15386314,6,15322227,7,14673583,7
92114,10013765,6,9303402,6,9256805,6,9309923,6,5581707,6,4618714,5,4127990,4,11647840,7,11885311,7,11141134,7,11349771,7
92120,9501918,6,8469273,5,10230918,7,9827090,7,7409855,6,9914875,7,9950522,7,10557912,7,10397243,7,10267718,8,10363291,7
92121,5998133,6,8647219,5,10909038,7,10030744,6,5029369,4,9771790,6,10060852,6,15317256,7,11906524,7,11576027,7,11253522,7
92123,16325068,7,16581063,7,15723135,7,15626919,8,8977113,6,13798120,8,10151700,6,11242802,7,10121867,7,9536956,6,13580863,7
92223,10601645,5,7631795,5,12116490,6,8310605,6,10709793,6,10104243,6,13266542,7,12159064,7,15776869,8,12873425,8,12259346,7
92253,23296280,8,20943588,8,18338945,6,18925417,7,21199286,7,19276837,6,20970314,7,20073712,7,20468009,7,20260570,7,20216324,7
92277,7881450,7,6684314,7,6477485,7,6036673,7,5148962,5,5073290,6,5338576,6,6606558,7,6587168,7,6862614,7,6505955,7
92316,8578795,5,9797290,6,5426157,5,8337002,5,7005890,5,8263687,5,8047838,6,12941280,8,13084254,8,11906851,8,9609938,7
92374,11473439,8,10697594,8,11037229,8,10048102,8,9993165,8,9542248,7,10259968,8,12601674,9,11589195,8,11380514,8,9084526,7
92501,8381041,6,7519990,5,,,5085312,5,5440818,4,5325616,4,5471093,4,7382418,5,4883530,4,9981338,6,10844674,7
92532,18839862,7,19438333,7,19449912,7,19389961,7,17019598,6,17843161,6,22503242,7,21354039,7,23073083,7,22561866,7,23454915,7
92543,10735913,8,11265672,8,12425003,8,13274568,10,7744882,6,9958261,7,10544529,6,14863050,9,14198178,9,12126837,9,10529011,7
92590,11894691,7,19865380,8,19337855,8,16022772,7,7736155,4,9728823,5,11091139,6,12856442,7,15816588,9,9532751,8,7642625,7
92629,15781893,7,15692783,8,13966714,7,13233277,7,14167628,8,13461860,7,11999853,7,13387281,7,13643590,7,13405028,7,12135966,7
92648,15796645,8,13608426,7,16652688,10,14680780,8,15575902,9,16134352,9,29045404,8,15112695,9,15310755,9,15055079,8,13596142,7
92675,8771991,7,11100093,9,16112817,9,18736286,6,19847220,6,18108138,5,23790825,7,24017270,7,24310321,6,25520308,7,23545577,7
92703,13712020,7,13820759,7,12647698,6,13592665,6,13461191,6,14218556,7,14292363,7,12369866,6,10173206,6,15379612,7,15307585,7
92706,12614689,7,13292066,7,13316085,7,11189677,6,10712895,6,13018751,7,9660795,6,12770241,7,12760557,7,12130534,7,12536459,7
92802,13524975,7,12767121,6,13320696,6,10472222,5,8675494,5,8174185,4,8376170,5,12551302,7,11337116,6,11399492,7,10601977,7
92821,15089796,7,19650867,8,14417710,8,16148889,8,12634101,7,11422173,7,10772827,7,14942994,9,17477484,9,16026875,8,14914337,7
92833,10413540,6,8843650,5,12109590,6,12556959,7,14688201,7,14468592,7,11007230,6,10893740,6,12976062,7,9968447,6,12766967,7
92865,15190430,7,16648243,7,15715644,8,10858245,8,11302391,6,10093766,8,10318622,6,11366185,7,11011579,6,10619028,6,11967060,7
92868,5713681,6,8607075,7,6041210,5,9690397,7,9074746,6,7214170,6,,,7960802,6,11495518,7,13353230,6,11943948,7
92869,10822607,4,11554626,5,12577133,6,11807077,6,11349656,6,11519000,6,11006623,6,11434691,7,12797066,7,12928910,7,12248169,7
92870,13035253,7,14034103,7,11782553,6,11816179,7,9230804,5,10221786,6,13688891,8,18928904,9,17535156,9,15595781,8,14086956,7
93203,5299124,6,5453913,6,5714769,6,6241792,5,7975222,6,6085029,5,11986030,5,9068401,7,8615205,7,11036693,8,10902635,7
93280,5073409,8,3550745,6,2805636,5,2801443,5,2912032,5,2910429,5,3183524,5,5293193,7,5071905,7,4629370,7,4593901,7
93427,12450044,7,11498788,6,12598600,7,10887624,6,12172335,6,8371493,4,12676633,7,12664744,7,14623918,7,11330529,6,15569609,7
93610,5160235,7,5366768,7,4990467,7,4543741,6,4874673,7,3433027,7,4481172,6,5637397,8,6223269,8,5723555,8,6099981,7
93654,8979889,10,16723596,9,8393266,11,8475921,11,7022771,11,3130678,8,5839952,7,8023313,9,7210680,8,6841712,7,7226009,7
93906,8991108,6,7297244,7,8266983,6,7649983,7,8375411,7,5758711,6,8157751,6,9602627,7,8862251,6,9328370,6,10355294,7
93933,3510088,4,3421432,4,,,4374184,6,4009941,5,4127180,5,4426861,5,4415115,6,5629288,6,4989963,6,5570922,7
94030,11382752,7,6867940,5,8620195,5,6303593,4,6191081,4,6381663,4,10538034,5,10933168,7,11661931,7,13837226,7,14568403,7
94085,8873948,7,7965067,7,8949863,7,9682533,8,8469105,7,5246258,5,5834977,5,8522070,7,10258015,8,9951604,8,8332403,7
94086,27040064,7,23345220,7,23829115,7,23241257,7,22217682,7,18514825,5,23554047,6,24449919,7,25569119,7,23776983,6,24182459,7
94124,8471728,6,9424751,6,9678844,7,9070447,5,9549923,5,5155129,4,5545447,4,9008009,5,10447102,6,10764084,6,9824369,7
94526,10078464,6,9064855,5,9968192,6,9531931,5,9868281,6,8420694,5,7632865,5,9850203,7,9829162,7,9802366,7,9027074,7
94531,3893822,5,7493792,6,9513215,7,8736719,7,11214837,7,8088238,6,8068630,6,6768305,5,8508160,6,4677268,6,8984395,7
94564,9901270,8,9427334,6,7317039,7,9426699,8,9296400,7,,,8331042,7,10056166,7,11920813,8,7354270,6,9682865,7
94585,16192428,9,12497288,7,16965268,9,16924593,9,13956446,9,14520285,7,16037360,7,10156481,7,10003938,8,17017333,9,15000737,7
94589,6300565,8,5389710,7,3987723,7,5128916,5,7733812,6,4768720,4,7028754,6,7945537,7,11265061,7,10838459,8,9401568,7
94601,14891326,10,14873488,9,11686770,8,11499280,7,13885806,8,8483646,5,11018904,5,10505491,8,12018748,7,13607838,7,13378545,7
94609,10579637,6,10397075,6,10991634,7,10612144,7,8663939,5,6904868,5,9864587,6,9294900,6,9205570,6,9844291,7,8838218,7
94611,6002766,8,5527854,8,4478275,7,5862703,9,5979474,8,5437045,9,8226100,8,3050705,7,4747614,7,4628986,7,7524570,7
94803,7928597,5,7357960,5,9766309,7,6771486,6,9726604,8,8386571,7,9351135,6,11510741,8,10944574,8,9124494,6,10326923,7
94806,17294307,8,15165977,9,14025608,9,15606462,9,10850014,5,12632972,7,10951531,6,15091470,9,14009955,8,12966807,7,14671402,7
94941,18843613,7,20230556,9,17630414,7,20779313,10,19966685,8,7664882,5,18948050,6,21739598,8,21320547,8,19434903,7,18424034,7
95032,6965613,6,6616878,5,7438498,6,11665907,5,9189248,6,7426106,6,7659945,6,9012865,8,9298064,7,10394206,8,8829069,7
95111,12093795,9,15889655,8,16215743,8,14649723,7,15233630,8,13820954,8,13194815,8,12774590,8,12444425,8,11968048,8,9650022,7
95131,19559434,6,19756907,5,21737087,6,19862322,5,21749142,6,,,18870261,4,21889298,6,25972981,6,26416730,7,25687645,7
95132,11101528,7,8541884,7,12331854,7,13025411,7,11244183,7,,,8249552,4,9097506,6,11554355,7,7688887,6,11282208,7
95204,11616301,10,13391878,9,14188808,10,13388185,10,11867218,8,9988405,6,11538710,8,12024368,7,11783531,7,12381858,8,11824060,7
95210,18683024,8,18152752,8,19887760,9,18871681,9,18551711,9,14031596,6,33540799,10,19423528,9,21220078,9,16848742,9,18672881,7
95356,15483607,9,18210482,8,18511134,8,17682893,8,14818366,6,,,15860985,5,17004126,6,18649716,7,19401169,7,19642830,7
95366,10000677,7,9600209,6,14997892,7,13067188,7,12643251,6,12880311,5,15787335,6,15949103,7,16487000,7,16531762,7,14482131,7
95367,7197266,9,6406389,7,5557903,9,6523382,8,9002191,7,5651708,5,10408858,8,10975443,8,11187854,8,10999499,8,7423061,7
95405,5347710,6,5048948,6,5299787,6,4855606,6,4932290,6,3535456,4,,,5730377,6,5786803,6,5732062,6,7312292,7
95453,7943919,9,7493350,9,6590736,9,6623867,9,8283312,9,8569461,9,8720082,9,7957257,9,7287914,9,6836083,9,6269486,7
95490,7910110,8,8241346,8,8667245,8,9237668,7,9920018,8,6348765,5,7201168,5,8020354,7,6823850,6,5486003,6,4855473,7
95503,5138151,8,5240821,8,5154402,8,5052786,6,4984295,8,2203701,5,3987574,5,5078928,4,2835606,4,3620188,6,3930899,7
95616,9667790,7,9415184,7,8723394,8,6506519,7,10531438,8,7222908,7,10271065,9,12128921,9,13010739,8,9542707,7,9729975,7
95642,6731475,5,7679709,5,7808110,5,7687451,6,6748882,4,7449418,5,7363498,5,6628278,4,7895806,5,9416512,7,8808535,7
95864,,,,,,,5824068,4,,,,,3854141,4,5926183,5,7551326,6,10147712,7,9786840,7
90015,12790363,7,10007696,6,11213312,7,14102852,7,10908598,6,10781535,6,10253020,5,13309035,7,14082919,7,13482053,7,11606468,6
90029,8129923,5,7935054,5,6614707,4,8826458,5,12062089,6,12101302,5,10764085,5,13505027,7,15725137,7,14168189,5,16783263,6
90031,10815054,6,12220790,6,11355665,6,8579587,5,6137486,4,,,5011787,4,9767086,6,9157982,6,5723881,6,7969536,6
90035,12803675,6,12788630,6,18274351,7,18326559,7,5228873,4,10381225,4,14113952,5,16325754,7,14309056,5,13713642,6,13233148,6
90038,8003385,6,8843485,6,6630035,6,7628040,7,6311743,6,6548697,6,9105335,7,9200350,7,9007357,6,8965818,6,8811748,6
90039,9506216,5,7890683,4,8938231,5,8525550,6,9433450,6,8130584,5,9452023,7,10971763,8,8768969,7,7741982,6,7517933,6
90042,14528613,5,10796160,4,14257999,5,10558828,4,,,,,,,13818796,6,14931548,6,10989557,7,11255503,6
90044,14638020,5,,,15586263,5,12690059,4,,,10774016,4,10841817,4,11167592,4,11657606,5,12123270,6,12550835,6
90221,,,4802002,5,,,3693950,4,6109426,4,6370160,4,9012257,6,16555179,7,17398388,7,19469383,7,18813770,6
90240,9160816,5,9804195,5,9082673,5,9182139,5,9358505,5,6580911,4,7300764,4,6766478,5,10729195,5,10046234,5,11663654,6
90242,11662792,7,10892670,7,10627690,7,9982584,6,9046477,6,10699968,6,10624702,6,13157952,7,11926171,6,12591846,7,10379921,6
90247,11398074,7,11051215,7,11093420,7,12000638,6,11631785,5,10992794,5,14817876,6,14869951,6,14037444,6,13037954,6,11799979,6
90255,11101932,7,9235537,6,9285557,5,9212990,5,8959972,5,10823469,6,17205175,6,12068078,5,13169959,7,13103020,6,13122202,6
90304,13223764,6,12742270,6,12216646,6,9596362,5,9589899,5,9337667,5,8982828,5,7613019,5,9381018,6,10084446,6,9556819,6
90501,16652419,7,13969011,6,14776326,7,10055649,6,9100293,5,12344460,7,15409925,7,14252659,7,13475794,7,11511078,6,12029304,6
90504,12456416,8,12159584,7,13554079,7,8796769,7,11674535,6,9554522,5,13281160,7,14174344,7,11328453,5,14169285,6,14461177,6
90701,9224471,5,8869762,6,10552508,6,10262988,7,9419238,6,5957690,4,8659527,5,12901936,7,13063289,7,10116196,6,9638181,6
90703,11078447,7,12290910,8,10416889,6,13119901,8,11879961,7,9695837,5,9133727,4,15453604,7,12496860,6,12037099,7,10890375,6
90717,6674745,4,7706330,4,7239191,4,5645589,4,10193100,6,5143276,4,8211622,5,10008066,6,8497212,6,9894963,6,9922379,6
91011,10921943,5,10338901,4,7741694,4,12438029,6,13873797,6,14640649,6,15500828,6,15090791,6,14998571,6,14126158,6,14348563,6
91204,9056132,8,8622424,7,8912029,7,8429431,6,8042882,6,7493705,5,8289062,5,8869225,6,9389138,5,11197127,6,11370553,6
91206,15151447,6,10200203,5,13462855,6,12831253,6,12366747,5,,,6465844,4,7085823,5,10494261,6,10401123,6,8895959,6
91343,21652857,9,17113293,6,16423333,7,18239301,7,16958090,6,15712161,5,14441029,4,19265837,8,19642805,7,17569393,7,17134446,6
91356,12475590,7,11843058,7,11121602,7,11344602,7,9547879,7,13325870,7,15257219,7,14489172,7,13802574,7,12994737,7,10765235,6
91403,13956131,7,10854387,5,12363834,6,12961650,6,14331890,7,14078403,7,14302554,7,14573390,8,13433542,7,11575685,6,11945449,6
91411,21110318,6,21301638,6,20565521,6,18557371,5,20853148,6,19872545,5,21214745,6,21546814,6,22805626,5,24797907,6,24483816,6
91607,13687150,7,13274897,7,13019064,7,12954045,7,12613777,7,11774149,6,12286791,6,11889501,7,11567192,7,11489001,7,9263277,6
91724,6972496,4,6432763,4,6224499,6,6980659,6,4405968,5,6141274,6,6468380,6,6391974,6,6695694,6,6505074,6,6649140,6
91739,12136834,4,12385336,4,10859185,5,15324757,6,10625592,5,12933837,6,13718766,6,14469644,6,13466537,6,13744865,6,13831131,6
91750,18776040,7,18141070,7,15736029,4,14270383,4,,,12295679,4,14468303,5,13428149,5,14082078,6,11881932,5,11876827,6
91754,8681701,5,9845373,6,10123110,6,9517735,6,11904113,7,7122313,4,8949206,5,8970868,5,10816737,6,9512435,5,10888132,6
91932,7836174,6,7579222,6,3787468,4,6741460,6,6056249,6,4275900,5,3854277,5,3388626,5,6858902,6,6800512,6,5935105,6
91945,12846867,7,11124336,5,11994819,6,11273808,7,11041768,8,8277195,5,9947375,7,12814361,8,11332542,7,10011101,6,9577491,6
92019,10524401,7,10531864,7,10537227,7,10797279,7,11048063,6,7484646,4,9990185,5,11266775,6,12850424,6,12186859,6,12905388,6
92058,6851616,5,10781211,5,11408084,5,9426362,6,12373875,6,8141492,4,14334608,7,14544961,7,12934336,7,10052152,6,11823296,6
92129,15833492,6,14597955,6,13115338,6,13988712,6,17251089,7,11308417,6,15803772,7,14702817,7,16433040,7,16062609,7,10489689,6
92130,10132964,5,15511098,6,14762728,6,12796287,6,6551133,4,9507320,4,14613695,6,14396319,6,12445706,6,14176007,7,12650856,6
92211,21018985,6,21986710,6,22022408,6,21848303,6,20893389,6,22193285,6,21286565,6,22455467,7,20472552,6,20498699,6,20043533,6
92240,10195220,5,11212313,6,8807450,6,11729256,6,11417319,6,7657353,5,10922799,6,14164876,7,14505995,7,13671373,7,11891587,6
92309,8455730,7,5519793,6,5975658,7,6781753,8,,,4670445,6,4400023,5,6384338,7,6413656,7,4421209,5,4602198,6
92363,2872810,8,2590396,7,2450049,8,1585251,5,1794034,5,1828995,4,2259731,6,2065422,6,2129009,6,2201664,6,2170556,6
92371,7222405,5,9699493,5,,,7527840,4,8263484,5,7509319,5,7991776,6,9197126,5,11420986,6,10403437,5,11176427,6
92506,,,,,6639690,5,7084891,5,8143410,5,7609470,6,9222776,6,10685762,7,9766458,6,6801245,5,8719666,6
92584,13123529,5,10590177,4,10953860,4,12245310,5,,,,,9744131,4,12791022,5,11330327,6,12364457,7,10841503,6
92618,20434048,6,21656663,6,22603316,6,22236694,6,23631682,6,24538645,6,25474368,6,27770999,6,28928363,6,29960916,6,30771851,6
92646,13666461,7,11420675,6,12029851,7,7691467,5,7089784,6,9177612,6,11257574,6,10632175,5,11260796,6,10491213,6,9956804,6
92649,11057858,7,11418229,7,11172614,7,12923352,7,10628398,5,6645236,4,,,8822579,6,8222062,6,4729019,4,6953538,6
92651,6179977,6,5839997,6,5424027,6,3342895,4,2684190,4,5693801,5,5724579,5,6198306,6,5346940,5,6153041,6,6183861,6
92653,17462337,9,15825514,9,14249371,9,13460284,9,10665537,8,10343260,6,10929257,7,11626305,7,10809743,7,11284096,6,12019484,6
92692,13115260,5,12811455,5,13350718,5,12960435,5,9661760,4,10944076,4,10985782,4,12961148,5,12587601,5,12400057,5,14254207,6
92835,11011229,5,10919985,5,15301330,6,15157284,6,14688205,6,13868016,6,14790279,6,12460379,5,11510523,5,11533320,5,13194151,6
92844,11737436,7,10613031,7,7975456,6,8006858,6,8948842,5,9012355,6,7852124,6,11281376,6,10303626,6,10141361,6,9919134,6
93015,5951469,6,6340257,6,5923312,6,5992288,6,6162634,6,5431050,5,6698905,6,6842409,6,5351214,5,6908254,6,6707997,6
93021,10996431,6,13277524,6,13062315,6,12783156,6,12851992,6,11205342,5,13233692,6,14026501,6,14254230,6,12388702,5,14176451,6
93206,9230105,7,4468127,6,5318772,5,4927574,5,4871570,5,,,5133194,5,5808264,6,6756440,7,10092163,8,8270716,6
93268,5325293,8,4845230,7,4484937,6,4759417,7,4966215,6,5040213,6,5733240,6,5739155,5,5813330,6,7143411,6,4761017,6
93311,3930477,4,,,,,3719351,4,,,,,,,5581796,5,5615876,4,6219524,5,6511857,6
93442,7069815,6,7253816,5,6338100,5,6571100,5,,,,,7392916,6,6580524,5,6997063,5,10012039,6,9329729,6
93546,3430095,7,3509990,7,3252240,7,1281887,4,3247294,7,2139153,5,3485637,6,3959427,7,3111185,6,2983839,6,3743395,6
93618,4595734,4,4914722,5,4144082,5,4175308,5,3465963,5,,,,,4611205,5,10094952,5,9625183,5,8337669,6
93705,7837749,6,6372931,5,7341138,7,6517327,6,,,13653867,5,9861726,7,7898987,7,10691301,7,10817599,7,10076889,6
93907,16732545,5,15086585,5,16971047,6,11408250,4,,,,,17015531,6,17223258,6,16472354,6,15363225,6,15780013,6
93960,4406170,5,5705634,5,5528338,5,5363077,5,5492085,5,4790140,4,4514402,4,5523624,4,6517509,5,8696301,6,8813103,6
94002,8647431,6,8090153,5,7028674,6,6559165,5,6972646,6,6373375,5,5430982,5,7294873,7,4687779,5,7257005,6,8198280,6
94014,8087220,6,6117857,5,6406202,5,7779107,6,6246130,5,,,8619104,6,10969893,6,9748802,6,7754309,5,8911766,6
94070,7364453,7,4345006,7,7125545,7,7170437,7,6410074,5,3530153,5,5726288,5,7105977,6,7318689,6,6887390,6,5951494,6
94118,5848008,6,7342928,7,7216334,7,5957722,6,6033015,6,5923045,5,5931602,5,7134739,6,7312667,6,7679323,6,6754219,6
94536,13720113,8,13423489,8,15049876,8,13489913,8,14132738,8,7731606,5,13314919,7,13426697,7,14421872,8,12690558,7,8494932,6
94549,7203760,8,6246412,6,7326615,6,7721277,7,8679226,7,4671594,5,4497798,4,7804923,6,7449758,6,7935595,6,7646467,6
94559,13958859,6,12169515,5,11547127,5,12548875,6,10493291,5,6737387,4,12343255,6,11302654,5,9880887,5,12468444,6,13149621,6
94588,13622109,6,11364822,6,11501114,6,10310464,5,4617619,4,,,7698157,4,8595553,5,9619226,6,7518405,5,8819391,6
